text,label
立马领取大量机会;wechatButton;xiadi;card_npc;ReplayButton;GameNode;ClubPhoto;NumBg,1
zze10;快速点击限量现金;lans;cj_btn_chouJiang;再次收集双倍金币;ExchangeRule;按钮_锤子;报警后增加10秒时间,1
"小李子和他的一众朋友嚷嚷着要比比谁跳得更高更远,就去了黑色城堡冒险,让我们看看他们谁才是跳跃王吧.     如果您有什么意见或建议请加下方的qq群,又或者您对游戏比较感兴趣也可以加群.最后感谢您对作者的支持,期待您的加入.;setup_btn;dahong;马上抽奖2倍礼品;zqdn;分享加时15秒;ButtonUnblockPuzzle;第123关",1
快速购买海量宝箱,1
sugges13;advertTip;countDownLab;立马得到2倍财富;save;trash;label cnt,1
轻松获得2倍优惠;马上点击免费惊喜,1
moreGamePanel;点我购买宝箱;快速获得海量奖品,1
所有形状无法摆放到棋盘;befroeBtn;RedEvelopesRewardUI;zMoreGameBtnGoddessNWm;现在复活翻倍机会;allicon;快速提现限量奖励,1
现在获取宝箱,1
现在获取海量收益;AbandonButton;点我得到财富,1
限时解锁2倍机会;速度购买金币,1
再次解锁海量装备;Titel;Role Node;立刻获取限量奖励;一楼横幅;ELPShowBar;switchAD,1
再次复活限量金币;自动获取限量礼品,1
快速解锁海量宝箱;现在点击双倍收益,1
立马领取2倍红包,1
lblVibrate;Item7;btn_luping;自动得到双倍装备;CheckInItem_3;tglSound;gameMode2;钱币动画,1
通知好友;label_sound;icon_close;game_share_btn;G1qGQ5J0inr;btnPromo;再次获取限量优惠;board,1
wxtl;可疑点:0/3;icon-setting;DAY  4;轻松得到免费收益;caozuo16;skinBoard,1
快来复活海量优惠,1
img_bg2;轻松复活双倍收益;轻松获得大量优惠,1
f2;轻松复活机会,1
slice62_62 copy;速度购买红包;快来得到免费优惠,1
现在提现双倍宝箱;快速点击免费礼品,1
layerShare;速度提现翻倍金币,1
自动点击翻倍礼品;轻松得到优惠,1
sz_icon_d;FYdCJXm69SjAP2;立马收集,1
再次解锁海量礼物;速度抽奖2倍礼物,1
马上得到奖品,1
速度得到海量代金券,1
btnIndex;立刻解锁更多收益;adPTInst;ContentView;rankListTabClassic;ContentEditBox;zhaochareward_month_icon_energy copy,1
快来分享免费惊喜;logoAd;限时分享海量收益,1
马上点击限量奖品,1
img_Resurrection;getWay;现在抽奖2倍红包;立刻提现免费金币;reward2;声明人：深圳市阿尔法互动娱乐有限公司  软著号：2021SRE016627;oQeqGTzHCBV2a1,1
ef_yanHua;自动点击大量奖励;share_0,1
ysxyBtn;joe_arrow0;现在得到海量礼品;scoreLayout;guangyun3;快速解锁更多惊喜;2点,1
mode_bar_1;penShow;现在获得2倍礼品,1
速度获得大量大礼,1
skipButton<Label>;joe12_cardooropen;hitBoxView;miwu2;关卡3;立刻复活翻倍奖励;ShiBtn;text_info,1
现在得到双倍福利;a02kaiqi6;立刻获取更多奖品,1
button back;ai1jZcIqbtfNCVk;ScoreLabel;可以增加挖掘次数;ShareGift;轻松分享翻倍礼物;mpuania1,1
rightTop;速度得到2倍代金券;轻松获取限量宝箱,1
item_icon;速度解锁限量奖励,1
PanelTop;速度购买翻倍惊喜,1
labelName;现在解锁大量机会;CompanyInfo,1
立刻提现大量礼品,1
现在解锁海量机会;马上获得限量惊喜;aim_score,1
BoxBtnCoin;自动领取双倍大礼,1
ad_gold;快速收集更多代金券,1
快速解锁限量大礼;轻松点击2倍奖品,1
ADAddMoneyButton;现在点击惊喜,1
立刻点击双倍财富;限量装备,1
cash;限时购买更多礼品;快速得到翻倍奖励,1
自动获取双倍机会;速度分享海量礼物,1
现在点击更多财富,1
usingLabel;速度点击更多礼物;HomeUI,1
轻松解锁双倍礼物,1
快速点击宝箱,1
StarOne;ShuXingiiiccclllhhhssg1;再次解锁免费大礼,1
快速获取限量现金,1
快速解锁财富;btnReplay;粒子动画<XParticle>,1
限时分享限量宝箱,1
nodeNext;快来收集惊喜,1
此处抽奖礼品;现在点击机会,1
BtnBox;firstCard;立刻获得翻倍奖励,1
立刻购买大量机会;bymSPZoBtl0C;速度获得大量装备,1
速度购买双倍财富,1
立刻复活海量奖励;速度分享翻倍宝箱,1
马上获取免费现金;smallBtn;wheel;SignIn;Btn_Repair;钱;现在领取大量惊喜;staminaBg,1
再次抽奖免费装备,1
现在购买翻倍优惠;我们保护您的隐私;速度解锁双倍金币,1
再次领取翻倍金币;a02total;重新开始,1
快来获取2倍收益,1
速度抽奖限量福利;飞琪国象翻棋;LayoutKuan,1
轻松复活免费金币;快速提现翻倍收益;bg_spine,1
现在复活免费奖励;body,1
限时收集免费大礼,1
限时领取翻倍福利,1
马上分享限量惊喜;BtnZombie;快来解锁限量现金,1
GoBtn;doublereward;现在购买海量福利,1
Rect;轻松复活更多金币;shareGroupBtn,1
快来获得2倍奖励;快来点击现金,1
快速抽奖2倍大礼,1
weapon;速度抽奖大量礼品;Most Popular;4.0w人在玩;WRWaxoQfVm4Oq;self;汽车喇叭,1
点我收集奖励,1
此处得到大礼;马上购买免费代金券;btn_fenxiang,1
马上领取双倍机会;快速收集代金券;New Theme,1
立马分享翻倍奖励,1
VIvoChaPing;快速收集海量礼品,1
自动收集限量礼品;partStarLabel,1
轻松获得翻倍礼物;立刻收集限量礼品,1
限时获取大礼;速度收集大量宝箱,1
changeSubjectBtn;scenceStart;task_0;限时解锁翻倍大礼;再次分享双倍宝箱;发饰位置;chapterLayer;return,1
这里解锁财富;switch_close;马上获得双倍福利,1
tznZOoUsaID;xiezhu;限时领取翻倍礼品,1
pop_NoticePanel;再次获取免费现金,1
限时复活海量机会;sidebar,1
马上购买限量装备,1
立马购买限量代金券;balanceImg10;点点我领取财富,1
限时复活限量礼物;点我复活宝箱,1
点点我收集优惠;unnormal;快来解锁2倍红包,1
轻松点击翻倍收益;actionArea3Label;轻松获取翻倍机会,1
此处提现奖励;liwu;限时获取海量福利,1
这里复活财富,1
现在提现大量机会;di Coin Pet;旋 转,1
step;jinNengNode;道具获得;限时分享翻倍宝箱;马上购买大量礼品;item-box-title;Notes;msg_lab,1
redpoint;NoBtn;再次点击双倍机会;立马点击免费优惠;mpuania4;TSB;太空杀,1
限时点击双倍装备,1
nameLb1;unlockBtn;curScore;combo;coinCount;btn_Help;限时抽奖海量惊喜;containerMask,1
再次提现双倍装备;马上解锁更多奖励,1
按钮回级别选择;再次复活现金;SceneGallery;BuyStageConfirm;aim_score;leaderpage;NEXT,1
自动获得限量礼品;自动获取大量装备,1
txtShare;点点我提现代金券,1
这里解锁大礼;再次分享大量礼物,1
RepairGame;bulletMgr;自动抽奖限量机会,1
现在购买2倍奖品;lbName;现在得到机会,1
lblTime;现在抽奖双倍宝箱;DebugLayer,1
点我分享机会;进度文本;goldLb,1
unlimited_text_01;再次解锁大量惊喜;kgkAZyKpiXwGd,1
btnsPanel;lb_gold;立马收集双倍奖励;xz;现在解锁翻倍惊喜;zhuxiao;price,1
立刻购买更多大礼;轻松分享海量财富,1
快来得到海量收益,1
fail;scroeLabel;轻松收集免费福利,1
立马抽奖;btnGameBox,1
快来复活2倍红包;现在点击限量奖励,1
快来获取限量红包;btn_queDing,1
lb_GameName;每日分享;快来获得免费代金券;kin4;lihe;快速领取大量财富;pahwOTdr7cAFj,1
限时提现惊喜;boxbg;btn_tianJiaDaoZhuoMian,1
hongImg04;自动购买双倍财富;GkfZ2tlFVU34bH1,1
tips_tuiChu;我要争霸;skillitem;SuperBallBtn;mid;取  消;自动分享大量大礼,1
立刻领取2倍金币,1
zzctopLabel;buttonLight<Sprite>;sigle;我帅不帅？;btnAutoNote;这里抽奖惊喜;ziyuan;自动收集海量装备,1
talk;马上点击2倍装备;限时抽奖更多装备,1
levelbtn;马上收集惊喜;RightView,1
轻松获得更多大礼,1
速度提现免费红包;立刻解锁大量代金券,1
popClimbWin;jieshao-d;再次领取翻倍奖励,1
快速获取双倍装备,1
tanchuang;再次复活海量金币,1
bnZuan4;轻松获取限量财富;快速收集大量红包,1
notEnoughGoldLayer;快来提现限量红包;login_mail_bg;btnRestore;authBtn;快速得到大量奖品;lb-play<Label>,1
现在分享2倍奖励;labRevive;car_view,1
快速获得免费机会;快来分享限量代金券,1
快来领取翻倍收益,1
按钮_排行;icon_hint;快速抽奖2倍金币,1
再次提现海量宝箱;立刻分享更多大礼,1
自动获得海量礼物;scoreText,1
这边抽奖装备;Task,1
content copy;emoticon_happy;sugges14;ic_rank;快来解锁大量奖品;endless;限时提现更多奖励;层_皮肤界面,1
快来分享翻倍奖品;西游记,1
Bt_aj_gm;自动收集更多装备,1
轻松获得双倍装备,1
快来提现免费金币,1
VideoBuy;现在购买大量现金,1
速度领取2倍收益,1
立马复活免费装备;BtnGroud;立刻复活大量奖励,1
yszc_text;shipinbiao-b;获取礼物,1
自动抽奖更多惊喜;马上获得限量代金券,1
轻松解锁更多福利;Opp! GameoverWatch a video to keepplaying;heading_title,1
这里的对决师愿意和你交换奥特卡牌！;马上获取限量福利;DisagreeButton,1
这边获得惊喜;限时抽奖2倍机会,1
现在得到收益;uiChallengeSucc;著作权人:厦门豹顽信息技术有限公司  登记号:2020SR1623143,1
快速获取红包,1
labNum1;立马复活限量收益;限时收集限量礼品,1
endLabel;maxScore;立马点击免费惊喜,1
再次提现翻倍优惠;share_2,1
KingComeBack3D_42;自动分享海量优惠,1
冲锋枪;btn_guanbi;warn;reduce;otherGamePrefab;马上抽奖翻倍礼物;xzUI,1
立马抽奖更多机会,1
立马提现更多财富;立马领取翻倍机会,1
这边获取奖励,1
限时得到更多财富;快来得到2倍机会,1
马上抽奖限量奖励;马上获得2倍奖品,1
快来获得双倍礼品,1
spine_bg;promo_bg;速度获取更多惊喜;HomePanel;minusBtn;天下1;popMsg,1
快来提现大量装备,1
限时解锁大量红包;马上得到更多奖品,1
马上提现2倍红包;快来分享翻倍机会,1
invite_popup_bg;点我得到代金券;快来抽奖双倍财富,1
点我抽奖奖品,1
ts_jixujuqing;快速提现2倍红包,1
速度领取限量惊喜,1
现在收集2倍机会;限时购买限量装备,1
马上分享限量代金券;Rank;rank_db,1
settingPanel;立马收集惊喜;快速领取2倍礼物,1
限时获取免费宝箱;立马领取礼品,1
快点我分享收益,1
轻松获取海量财富,1
现在解锁双倍现金,1
马上获得;立马获取免费财富,1
快来获得奖励;food4;此处抽奖优惠,1
快来分享免费财富,1
killLabel1;DiffCounteBG;cardBg;ScreenSelect;leveldi;现在得到更多奖励;commonImg02,1
全国排行;waiting for...;Label1;Remove Button;快来获取装备;cuowu1;图层 6;限时复活翻倍金币,1
立刻得到大量优惠;MoreGamePopup,1
点点我收集福利,1
hardGameButton;马上分享限量宝箱,1
马上领取金币;再次购买红包,1
再次领取2倍礼物;dibanse,1
快来购买更多代金券;收集这里;js_btn_shuangBeiLingQu,1
bottomBlock;轻松得到大量礼品,1
快来抽奖2倍财富;des3,1
YouClaimedText;快来分享大量惊喜,1
快速获得优惠,1
label_buy;自动获得大量红包;这里得到奖励,1
立刻提现2倍现金;轻松得到大礼,1
DailyBox;open_box;UMnrSAiL0wvaXb;Buy Coins/Spins;MoonCake;查看好友排行;快速获得海量礼物,1
zs2;立刻提现双倍收益,1
轻松提现翻倍红包,1
速度点击海量现金;马上解锁大量宝箱,1
再次分享海量惊喜;限时获取海量机会;a02dial2UI,1
我们能复合吗？;轻松收集更多福利;修指甲,1
轻松分享免费代金券,1
现在收集免费福利,1
detail;Layat4;KingComeBack3D_9;速度收集海量机会;button_connect;现在复活翻倍金币;sl,1
changepower_13;快速提现限量装备;bonusScore,1
现在提现更多红包;立刻购买翻倍装备,1
现在收集免费金币;轻松领取限量礼品,1
自动收集更多红包;congraWindow,1
overNativeNodePrefab;自动收集翻倍福利,1
再次复活大礼;fly;解压修脚3,1
快速抽奖限量机会;再次购买翻倍金币,1
btn_game_tool;立刻点击2倍现金;点我复活礼物,1
限时分享更多宝箱;DMovieItem,1
检测到游戏记录是否继续游戏;soundOFF;jinbidui;label_ts;onsoundbtn;denglu_jiangli_ui;速度获取免费代金券,1
joe16_boxes;frame005;changshaxianNode;play out;btn_blue;lb_info;现在购买海量优惠;马上领取大量宝箱,1
自动获得宝箱,1
立刻购买大量机会;现在解锁大量福利,1
现在点击免费代金券;快速购买,1
快来购买海量礼物,1
再次收集更多金币;拾取;qq;卖茶女;shockBtn;menuUI;GUpgradeBox,1
轻松得到更多优惠;现在收集海量奖励,1
快来获取海量惊喜,1
消除1行/列以上有机会获得代金券;现在得到双倍礼品,1
sound_on;item_prefab;label_restart<Label>;现在收集海量红包;btnChongZhi;竖井模式;info1,1
ShowMidroll;note-toast;限时得到更多宝箱;tc_title_youXiShiBai;GameBg3;GiftCollector;再次获得免费惊喜;BtnArrow,1
自动复活免费礼物;n;死斗竞技场;AgreementBtn;消耗5个;zujin;ti;限时抽奖海量金币,1
马上提现收益;速度购买奖品;KeyItem,1
立刻点击2倍大礼;再次解锁限量装备,1
速度解锁限量福利;立刻复活大量大礼,1
轻松抽奖限量财富;限时分享2倍机会,1
MORE STAGES;一次发射3枚手里剑，极大提高命中率;快来提现奖品;newbg;KingComeBack_2;限时解锁2倍现金;dress-0;iaIgG8bKLNuf3,1
限时得到海量奖励,1
快来领取2倍金币;现在分享双倍财富;FinalTD_Tu_a2;a6;DASHABI1;ad_title;狠心放弃;xieyi<Sprite>,1
这边获得红包,1
此处有宝箱,1
速度提现翻倍收益,1
马上获取翻倍优惠;快速得到海量金币,1
zhaochacoin;速度点击限量代金券;现在提现双倍惊喜,1
tipLayer;unlock_btn;自动购买翻倍装备,1
sign_back;马上抽奖双倍大礼;现在获取更多礼品,1
自动提现翻倍惊喜;EaNiouDWn5jdJ7;CLASS:3x3;设置 拷贝 2;页_数独玩法说明;立刻点击免费奖品;TutorialPanel;friutClearButton,1
快速购买大量宝箱;Item6,1
快来点击免费收益;goto;stairs_0,1
限时获取更多惊喜;MygameGuide;qianfa,1
再次领取免费红包;Your score;timelb,1
快速获得更多红包;lets_test_button;速度获得双倍礼物,1
立马抽奖更多奖品;快速点击限量金币;你做或者不做，任务就在这里,1
Totem5;速度领取双倍红包,1
barBg;dice;快来解锁装备,1
立刻抽奖免费礼品,1
再次提现大量宝箱;classicsButton;马上得到翻倍红包,1
立马分享免费奖品;轻松获得金币;PurchaseDialog,1
限时解锁海量收益;hinder,1
keFuLabel;over1 (3);再次解锁大量惊喜,1
1shusheng;速度领取翻倍惊喜;速度分享翻倍代金券;game_view;titleBoard;chuangguan;UIJiesuan,1
再次购买双倍红包;btn_watch_ad,1
top_view;快来领取2倍红包,1
快来购买双倍红包;list_frame0,1
现在分享大量金币,1
快来复活优惠,1
ADFailPopUp;暂无记录;医疗用品医疗;快来得到更多金币;caihuojia-7;mutual_1;hong,1
getkeyBtn;限时解锁收益,1
底板_签到7;速度复活翻倍大礼,1
layOut1;自动提现惊喜,1
sceneLayer;限时点击2倍金币;btnPack,1
领  取;自动购买;再次购买限量宝箱,1
快速获得限量礼物;JoinWoManCamp;限时点击翻倍福利,1
立马领取更多大礼;water,1
马上领取大量金币,1
现在得到2倍现金;GameTipTime,1
马上点击免费惊喜,1
验证码：;MenuIcon;马上复活双倍惊喜,1
点我提现财富;btn_AddCut,1
轻松点击限量奖品;socreBiaoti;n_friends;FacebookLogin;限时分享2倍宝箱;diancang;times,1
点点我得到红包,1
自动获取更多优惠;自动点击限量代金券,1
levels;lblToday;btn_Kefu;限时提现奖励;portal_ad;skirtBrtn;biaoti;GetTiShi,1
现在抽奖双倍代金券;快来复活翻倍礼品,1
马上抽奖2倍奖励;快来提现大量福利;sprTitle,1
立刻购买双倍福利;立刻得到2倍惊喜,1
lbTImeTip;立马解锁礼物,1
马上提现惊喜,1
restartBt;自动分享更多礼品;立马提现大量金币,1
立马收集大量惊喜,1
限时复活双倍礼品;bianhuang,1
ad_buff4;速度分享限量财富;立马收集翻倍优惠,1
加2体力;monneyNum;再次抽奖2倍金币,1
现在抽奖双倍奖励;角标 (9);AchievementMgr,1
"快速抽奖海量福利;You have lost connection to server.Please check your internet connection,trying to reconnect...",1
自动收集翻倍现金;joe6_zombie,1
免费大礼,1
轻松点击大量收益,1
再次提现翻倍现金;自动获取2倍金币;LEkjeRvtrnAhal5,1
centerLabel;快速购买双倍金币;立刻解锁双倍代金券,1
ps_regame;DialogDuihuan;快速收集2倍惊喜,1
快来获得免费奖励,1
轻松点击更多代金券,1
btn_needCoin;快速获得2倍优惠;JoystickBase;TableNEW;setUp;轻松提现双倍礼品;gameTip,1
再次分享福利;立马领取更多收益,1
快速领取免费礼品;百发百中;快来领取海量奖品,1
自动点击更多礼品;轻松分享双倍代金券,1
立马点击双倍代金券;速度复活免费宝箱,1
快速分享大量大礼,1
立马复活翻倍福利,1
再次获取礼品;bestNode;main_bt_shop,1
ziran;再次得到翻倍惊喜;立刻解锁翻倍奖励,1
双倍装备;再次抽奖更多大礼;层_皮肤界面,1
立马收集限量礼物;challenges;快速获取2倍收益,1
txt_copy;快速得到海量代金券,1
速度复活双倍大礼,1
快来解锁限量收益;自动分享大量奖品,1
速度获得大礼;再次点击免费宝箱,1
lblInfo;立刻分享海量大礼,1
限时解锁2倍金币,1
现在点击免费优惠;现在抽奖翻倍大礼;cd3CAsMx7HcnjX,1
立刻得到大量金币;zDressesStartButtonGoddessNWm,1
立刻提现翻倍红包,1
List2;自动领取海量奖励,1
CommonUI;立刻抽奖限量福利;a43,1
立马获取现金;再次提现限量礼物,1
现在抽奖免费财富,1
马上获得双倍红包;速度领取海量礼品,1
满20元即可提现;立刻复活2倍代金券;tglMusic;ButtonUndo;hr3x8efHNUw;zzctopLabel;快速购买大量代金券;WindowTitleNegative,1
限时分享宝箱,1
proColorRing;选择有方块的位置消除;HotDialog;videoFree;强化一览;限时抽奖双倍财富;立刻分享更多奖励;BankruptDialog,1
快点我收集奖品,1
电视台;速度复活双倍机会;背景音乐 copy,1
btnMode3;快来提现免费礼物,1
caozuo3;MagicStick;BtnCloseControl;getByCoins;triplePrice_num;spine_activity_diamondbonus_banner;速度收集2倍礼物,1
x50;关闭测试界面;限时提现大礼,1
bg_12;限时解锁更多福利;快来抽奖更多惊喜,1
快来收集宝箱;自动获得海量福利,1
UbEq7m0f2xKP6;UICamera;立刻分享大量奖励;btn_musicoff;p-4;tgRboepwyKifAVP;KingComeBack3D_31;blockPos,1
france_pin;Effects;Spalsh;ball_gray;炫耀分享;点我收集现金;SpeedUpBtn,1
超爽的手感，停不下來;轻松分享双倍福利,1
再次解锁双倍宝箱;轻松复活海量宝箱,1
按钮排行;TipsUI;lineNode2;laser;再次点击大量代金券;tutotialTitle;free_btn;已闯关数,1
立刻抽奖翻倍装备,1
快来购买双倍收益,1
马上收集大量奖励;丛林探险;pig,1
btn_complete_see;beidou;ysxyBtn;settlementNode;立刻购买双倍财富;resetConsumeLab;这边有现金,1
AuthUI;立刻点击翻倍奖励,1
ShiChangButton;hpStars;立刻抽奖双倍金币,1
再次抽奖惊喜,1
balanceImg10;快点我获取奖品;皮肤商城,1
undo_cn;轻松得到双倍奖品,1
GameView;微信好友;再次点击海量大礼,1
bg_jm_gk;轻松收集更多现金;这边复活现金,1
Img_sz_sound;zzctili1;立马获得大量大礼,1
快速购买海量礼品;现在分享大量红包,1
限时复活金币;按钮_皮肤;blueGameName,1
立刻获取2倍收益;轻松提现大量礼品,1
马上抽奖更多代金券;check-in_2_2;限时提现,1
限时获取限量礼物,1
MoreLevelItem;card1;relifeConfirmAd;btnTopLeft;马上复活2倍福利;提示txt;物品详情,1
inviteFriBtn;现在点击大量现金;tORFuUl41ZVdzeS0;CONTINUE;GoldTotemNumber;pop_bg3;close-button-target,1
马上获取限量红包;立马分享海量惊喜;icon1,1
EquipBtn;速度获得免费财富;prev,1
restart_hint;close-button-target;限时抽奖2倍优惠,1
快来得到限量优惠;快来得到福利;GameLayer,1
速度获取翻倍奖品;Rank;lbSysInfo;返回键;Nomer;check-in;立刻解锁礼物,1
再次点击免费财富;but_next;快速获得2倍财富,1
downButton;开始底框;轻松获得限量奖品,1
自动提现大量优惠,1
快来购买更多优惠;轻松复活装备,1
signItem;轻松分享2倍福利,1
限时抽奖大量现金;立马复活双倍收益,1
立刻复活翻倍收益,1
快速提现;seats,1
快来收集海量收益;立刻解锁海量装备,1
现在提现限量优惠,1
快来解锁双倍宝箱;快来提现海量金币,1
qiandao-zi-canrenjujue;此处点击优惠;congraWindow2,1
快速复活宝箱;canzhuo-24,1
限时购买限量财富,1
立马抽奖翻倍代金券,1
速度收集海量机会;sign_double,1
轻松收集2倍惊喜,1
android_txt;获得体力;轻松点击海量奖励,1
再次复活免费代金券,1
再次收集2倍装备;再次收集翻倍礼品,1
轻松收集收益;观看10个视频成为超级测试员，当日提示功能不限次数。;but_reset,1
tex_ok;xVOfxXMUhAcN;village;速度获取双倍红包;可以扩大挖掘范围;BombSelect;警告！前方强敌！基地紧急支援！,1
快速购买奖品,1
a02close-btn;限时点击2倍惊喜;hr3x8efHNUw;easyButton;立刻点击双倍大礼;出钩速度:;sign_double;letter4,1
自动点击;ntumunu1;点点我获得奖品,1
立马解锁更多金币,1
select;速度抽奖更多礼品,1
限时收集更多宝箱;Layout copy;LabDays,1
马上解锁海量大礼,1
关，拿到;firstTip;SettingUI;暗恋占卜按钮;速度抽奖限量宝箱;videoget;速度抽奖翻倍代金券;汉字找茬,1
轻松抽奖翻倍优惠,1
马上提现海量代金券;再次复活限量宝箱,1
快来分享限量代金券,1
note_cn;btnFeedback;现在购买翻倍优惠,1
排行榜每周一零点刷新;快速分享限量金币;btnDun,1
快来提现限量大礼;快来解锁海量收益;zzc1,1
AdAdapter;轻松购买限量红包;抵制不良游戏，拒绝盗版游戏。注意自我保护，谨防受骗上当。试毒游戏益脑，沉迷游戏伤身。合理安排时间，享受健康生活。,1
再次复活大量现金;轻松分享礼品,1
速度提现海量奖品,1
立刻解锁2倍收益;左按钮;这里提现礼物,1
极限;快速抽奖海量收益;马上分享双倍福利,1
马上解锁翻倍收益;快来点击限量装备,1
mflq;前往评价;现在解锁大量优惠;oChess;dailySignBtn;zRecommendGameNuanDDUpm;按钮_广告;bg-bg_popup_01,1
再次复活大量收益;自动购买翻倍代金券;vivo小游戏-我要赚钱,1
midai_2;速度复活更多福利;马上收集大量奖励,1
速度点击大量礼品;lblBestTime;scroreboard;自动收集海量机会;Pe5DhKHTA81a;joe10_pinkrain;pl2;title_awardlevel,1
轻松解锁免费惊喜,1
UIAtlasView;鲨鱼;快速收集限量大礼,1
立马领取免费大礼,1
bn2;NewYearActivityMgr;qq_normal;立马得到2倍礼品;zRecordBtnGoddessNWm;点击这边;ExtraRewardMgr;buttons_bottom,1
双倍大礼;KnYt8V4oN7B,1
轻松点击翻倍礼品,1
zMoreGamePanelNuanNWm;国际象棋;马上获取收益;Tips;湘;jiantou2;滑动框;速度收集免费大礼,1
再次获取大量装备;notice_bg,1
立刻领取双倍金币;tilida;植入金主广告，砸出生龙活虎宣讲心灵鸡汤，重唤昔日梦想;layout2;收纳;glasses_y;shareFail1,1
SuVocpCPK1d;大获全胜;再次购买更多装备,1
tipsBreakBox;快速抽奖限量惊喜,1
GamePortalAd;mainGame;headDi;轻松解锁限量礼品;revive_back;AddMovesForViewAdsButton;icon_7;FriendHelp,1
文字游戏2;icon_start;anniu_see;btn_nor;现在提现免费收益;day5;CompanyDetails;HealthTip,1
WRWaxoQfVm4Oq;限时收集海量礼物;马上收集限量礼物,1
